time,temperature,altitude
00:12:46,286.71999999999997,220
00:12:47,286.71999999999997,220
00:12:48,286.71999999999997,220
00:12:49,286.71999999999997,220
00:12:50,286.71999999999997,220
00:12:51,286.71999999999997,220
00:12:52,286.71999999999997,220
00:12:53,286.71999999999997,220
00:12:54,286.71999999999997,220
00:12:55,286.71999999999997,220
00:12:56,286.71999999999997,220
00:12:57,286.71999999999997,220
00:12:58,286.71999999999997,220
00:12:59,286.71999999999997,220
00:13:00,286.71999999999997,220
00:13:00,286.71999999999997,220
00:13:01,286.71999999999997,220
00:13:02,286.71999999999997,220
00:13:03,286.71999999999997,220
00:13:04,286.71999999999997,220
00:13:05,286.71999999999997,220
00:13:06,286.71999999999997,220
00:13:07,286.71999999999997,220
00:13:08,286.71999999999997,220
00:13:09,286.71999999999997,220
00:13:10,286.71999999999997,220
00:13:11,286.71999999999997,220
00:13:12,286.71349999999995,221
00:13:13,286.71349999999995,221
00:13:14,286.71349999999995,221
00:13:15,286.71349999999995,221
00:13:16,286.71349999999995,221
00:13:18,286.71349999999995,221
00:13:22,286.71349999999995,221
00:13:23,286.71349999999995,221
00:13:24,286.71349999999995,221
00:13:25,286.71349999999995,221
00:13:26,286.71349999999995,221
00:13:31,286.71349999999995,221
00:13:37,286.71349999999995,221
00:13:38,286.71349999999995,221
00:13:39,286.71349999999995,221
00:13:40,286.71349999999995,221
00:13:41,286.71349999999995,221
00:13:42,286.71349999999995,221
00:13:43,286.71349999999995,221
00:13:44,286.71349999999995,221
00:13:45,286.71349999999995,221
00:13:46,286.707,222
00:13:47,286.707,222
00:13:48,286.707,222
00:13:49,286.707,222
00:13:50,286.707,222
00:13:51,286.707,222
00:13:53,286.707,222
00:13:54,286.707,222
00:13:55,286.707,222
00:13:56,286.707,222
00:13:57,286.707,222
00:13:58,286.707,222
00:13:59,286.707,222
00:14:00,286.707,222
00:14:01,286.707,222
00:14:02,286.707,222
00:14:03,286.707,222
00:14:04,286.707,222
00:14:05,286.707,222
00:14:06,286.707,222
00:14:07,286.707,222
00:14:08,286.707,222
00:14:09,286.707,222
00:14:10,286.707,222
00:14:11,286.707,222
00:14:12,286.707,222
00:14:12,286.707,222
00:14:13,286.707,222
00:14:14,286.707,222
00:14:15,286.707,222
00:14:16,286.707,222
00:14:17,286.7005,223
00:14:18,286.7005,223
00:14:19,286.7005,223
00:14:20,286.7005,223
00:14:21,286.7005,223
00:14:22,286.7005,223
00:14:23,286.7005,223
00:14:24,286.7005,223
00:14:25,286.7005,223
00:14:26,286.7005,223
00:14:27,286.7005,223
00:14:28,286.7005,223
00:14:29,286.7005,223
00:14:30,286.7005,223
00:14:31,286.7005,223
00:14:32,286.7005,223
00:14:33,286.7005,223
00:14:34,286.7005,223
00:14:35,286.7005,223
00:14:36,286.7005,223
00:14:37,286.7005,223
00:14:38,286.7005,223
00:14:39,286.7005,223
00:14:40,286.7005,223
00:14:41,286.7005,223
00:14:42,286.7005,223
00:14:43,286.7005,223
00:14:44,286.7005,223
00:14:45,286.7005,223
00:14:47,286.69399999999996,224
00:14:48,286.69399999999996,224
00:14:49,286.69399999999996,224
00:14:50,286.69399999999996,224
00:14:51,286.69399999999996,224
00:14:52,286.69399999999996,224
00:14:53,286.69399999999996,224
00:14:54,286.69399999999996,224
00:14:55,286.69399999999996,224
00:14:56,286.69399999999996,224
00:14:57,286.69399999999996,224
00:14:58,286.69399999999996,224
00:14:59,286.69399999999996,224
